stem,stem_translit
zīw,ӯzyw
ōšnar,ʾwšnl
mādag,mʾt
gāhān,dhyšn
nihuft,nhwptn
tārīktar,tʾlyktl
wurrōy,wylw
jah,yh
wāzag,wʾcwk
grāmīg,glʾ'myk
wiyāxan,wyʾhn'
zīrak,ẕyl
hamēšag,hmyšk'
abar,mynytʾl
pahikōb,ptkwpt
drubušt,dlwpwšt
unknown,…k
dōst,dws
ēn,ẔN
aburnāy,ʾp̄ʾp̄wlnʾd
bizešk,b'cšk
bīm,bymk
se,4
gugārd,gwkʾltn
tuxš,thh
zyāngārtar,zydʾngltl
bāyist,bʾyst
āšōb,ʾšw
pānag,pʾnʾk
ōy,OL
xwdāy,hwtʾy
panj,pnc
niwist,nwstn
unknown,ʾwštʾp̄'t'd
widang,wtng
xēšm,hšmy
barēd,YBLWNyt
hunsand,hwnsn'd
šaš,5
čim,ym
bārestān,bʾlstʾn'
wizōhist,wcwhstn
xwāst,BOYHWNs
āzard ēstēd,ʾclt YKOYMWNyt
wiyufsišn,dwpsšn
kard ēstēd,krt' YKOYMWN'yt
frārōn,pʾlwn'
˚kard,krt
wāng˚,KALA
hišt,ŠḆKWN
ēmēd,sn'
frēb,ply
ast,lʾyt
pašēmān,pšymʾn'
wurrōy,wlwd
hunsand,hwsn'd
men,
kunē,OḆYDWNy͟d͟y
spōzē,spwcy͟d͟y
weh,yh
ōšnar,ʾwšn'l
zan,MHYT
pahrēxt,pʾhlyht
unknown,dstk
bāš,YHWWNʾš
dil,dl
brahmag,blʾhmk
uzmūd,ʾwzmw
zyāngārtar,zydʾnkʾltl
awištāb,ʾwštʾp
be,LA
tēmās,tymʾs
saz,spʾy
tuxš,twhšʾ
āfrīnīd ēstēd,ʾp̄ryn'yt YKOYMWNyt
paydāgēnīd,pytʾkynyt
awiš,ʾwš
ōšmurd,ʾwšmwlt
amā,LNT
dād ēstēd,dʾt YKOYMWNyt
māzdēsn,mʾzdsnʾ
šāyist,šʾstn
anāhōg,ʾnʾhwk
asōhišn,ʾswdšn
apōhišn,ʾpwdšn
apetyārag,ʾp̄tydʾlk'
afsēnīd,ʾp̄synytn
wišūd,šwtk
frēzbān,plycpʾn'
dēn,dʾnʾk
āgāh,sh
ašnūd ēstēd,ʾšnwt YKOYMWNyt
āstawān,ʾstwb'ʾn
ganǰ,gncwb
ōšyārtar,ʾšdʾltl
frēbēn,plypy
wardēn,wlty
nibišt,Y̱KTYBWNt
nibēsēm,Y̱KTYBWNm
dādestān,dʾnʾk'
wisp,wspʾ
frahang,plʾhngʾ
māzdēsn,mʾẕds͟n'
xān,hʾn'
axw,ʾhwʾ
abzōn,ʾp̄zwny
ōz,ʾwcʾ
purr,pwr
āsān,ʾsʾn'
pardāz,pltʾ
wāspuhr,wʾsp̄whlk
čim,cymy
nōg,nwk'
xwēšēnīdārīh,hwyšynytʾlyh
nirmad,nylmt'
wind,wn
abd,ʾp̄dʾ
māzdēsn,mʾẕds͟nʾ
wizārēnīd ēstēd,wcylynyt' YKOYMWNyt
ʾwgwn,ʾwgwn
gltyhʾ,gltyhʾ
dʾštʾlyh,dʾštʾlyh
asazišnīg,ʾsycšnyh
hamē,hmʾk
anōšagīh,ʾnwšk'yh
guft,YMRRWNt'
abaxšāy,ʾp̄hšʾ
frahist,plhst'
frahist,plhyst'
wizend,wzynd
handēšīd,lkʾrntn
ranǰ,lnc'
kār,gl
gumēzīh,gwmycyh
abestām,ʾp̄stʾm
anāgāhīhā,ʾnʾkʾsyhʾ
kem,kym
abestāg,ʾp̄stʾk'
iz nūn frāz,č KON prʾc
pad ēd rāyēnišn,PWN HNA lʾdynšn'
šahr šahr,štr' štr'
pāygōs pāygōs,pʾtkws pʾtkws
franaft,plnpt'
ī,ZK
wizōst,wcwst'
ēk andar did,ʾywk ḆYN TWḆ
hambasān,hnbsʾn
jud,ywdt'
gumān,ygwmʾn
pad hamāg čim,PWN hmʾk cym
būd hēnd,bwt' HWEd
āsn,ʾsn'
dād ēstēd,YHBWNt YKOYMWNyt
stāyīd,stʾdyt
aziš,ws
hamahl,
mizag,myck'
xēšm,ʾyšmy
namāz,OSGDM
hāmōyēn,hʾmwdyn'
bazag,bck'
ōft,NPLWN
guft ēstēd,gwpt' YKOYMWNyt
bar,YḆLWN'
ārāy,ʾlʾ
būšāsp,bwšʾsp'
akard,ʾklt'
wizīn,wcyn'
kun,OḆYDWN'
amahraspand,mʾrsp̄nd
āstār,ʾstʾl
mōg,mwk'
pēšārwār,pyšʾlwʾl
kešān,kyšʾn
mahist,msst'
xwāstag,hwʾstk'
appar,YHNCLWN'
dōst,dw
nibard,nplt'
hambāy,hmbʾg
gumār,gwmʾl
halag,hlk'
mastōg,mstwk'
niyāyišn,nydʾdšn'
ōstīgān,ʾwstykʾn'
ǰādag,yʾt'k
gōwīh,gwbyh
wistāx,wstʾhw'
anērang,ʾnʾylng
ēbgat,ʾybgt'
dranǰ,dln
hamahl,hm
sōg,swk'
ēwāz,
mān,mt'
drust,drwyst
ešnāsān,šnʾsʾn
weh,wyhʾ
āwēn,ʾdh
ayād,ʾḇyḏʾt'
anāzarmīh,ʾnʾclmyh
ešnāsīh,šnʾsyh
pād,pʾt
uzwān,DK
uzdēs,ʾwzdys
ēzagīh,yckyh
dūr,LHYK
pahrēz,pʾhlyc'
uzdēszār,ʾwzdyscʾl
kand hād,HPLWNt HWE'ʾt
būd hād,YHWWNt HWEʾt
āxēz,ʾhyc'
šāyist hād,šʾst' HWEʾt'
frayād,plydʾt'
ēč,ʾyc'
abr,ʾp̄l
afsālān,ʾp̄sʾlʾn
ārāy,ʾlʾd
wišōb,wšwp'
abādixšā,ʾpʾthšʾ
kirrēn,klyn
ahlā,ʾhlʾy
astwihād,ʾstwydʾt'
frazēšt,plʾӯzyšt
nizēšt,nzyšt'
xurdruš,hwldlwš
činwar,cnywl
sahm,sm
pād ēstēnd,NTLWNt'
hāmōyēn,hʾmwdyn
mayānǰīgīh,mdyʾncykyh
tarāzēnīdārīh,tlʾcynytʾlyh
pad,MNW
tarāzūg,tlʾcwk'
kē,PWN
ōgrā,ʾwglʾy
any,ZK
dahibedān,dhywptʾn'
dahibed,dhywpt'
kanīg,knyk'
an,ANE'
kard,krtn'
nišast hē,YTYBWNst' HWEyӯ
dāšn,dʾšn'
nazdīk,nzdyk'
pārag,pʾlk'
dranǰ,dlnc
an,ANE
kard hēm,krt' HWEm
būd hēm,bwt' HWEm
ahlaw,ʾhlw
āxrām,ʾhlʾm
purs,pwrsyn
sēǰ,syc
asēǰ,ʾsyc'
mad hē,mt' HWE'yӯ
āmad ēstēd,YATWNt'
āsāy,ʾsʾ
pēsīd,pysyt'
wider, wtyl
kzy,kzy
kzy,kzy(?)
kamāl,kmʾl
griy,BḴYW
šōn,šwn'
anāzarmīhā,ʾnʾclmyhʾ
borz,blcʾwndyhʾ
brām,blʾm
lābakkarīhā,lʾp̄k'ḵlyhʾ
kōxš,kwš
apattūgīhā,ʾptw'yhʾ
kōxšīd,kwšyt
lābakkarīh,lʾp̄kḵlyh
bay,bgʾ
ak,ʾkʾmk
azēr(?),ʾcyl
keš,kyš
duš,dwš
zišt,zyšt
zišt,zyšt'
duǰdēn,dwšdyn'
nišast hē,YTYBWNst HWEyӯ
paristīd,plstyt'
aspinǰ,ʾspnc'
anāzarmīg,ʾnʾclmyk
bast,ASLWNt
drō,dlwb'
dušmat,dwšmt'
dušhūxt,dwšhwht'
dušxwaršt,dwšhwwlšt'
aburzišnīg,ʾbwlcšnyk
aburzišnīgtar,ʾbwlcšnyktl
anāzarmīgtar,ʾnʾclmyktl
čašmagāhān,ʾcšmkʾsʾn'
nišast hēm,YTYBWNst HWEm
čašmagāhtar,ʾcšmkʾstl
gannāg,gnʾh
gilag,gylk'
ayāst,ʾḇyḏʾst'
āmurzēm,ʾmwlcym
wēnē?,HẔYTWNyӯ
drāy,dlʾ
gannāg,gnʾḵ
wattar,SLYAtl
āmad ēstēd,YATWNt YKOYMWNyt'
wattartom,SLYAtltwm
parward ēstēd,plwʾlt' YKOYMWNyt'
wiš,wyš
ī,W
gazdum,gcdwm
pargast,plgst'
handarzēnīd hē,hndlcynyt'  HWE'yy̠
pardaz,pldc'
aspinǰ,ʾsp̄nc'
kārdāg,kʾldʾkʾ
abāyist,ʾp̄ʾstn
šād,šʾt'
ātaxš,ʾthšʾ
gāw,TWRAʾ
xufs,HLMWN'
awarzīd,ʾwlcyt
anābādān,ʾnʾp̄tʾn'
gilistag,glystk'
xrafstar,hlpstlʾ
awērān,ʾwylʾn'
ābād,ʾp̄ʾtʾ
bīz,byt'
kirrēnīd ēstēd,klynyt' YKOYMWNyt
druz,dl
rōn,hmdwbʾlšnyh
uzdēszār,ʾwzdscʾl
anāg,ʾnʾkyh
nigān,nkʾn'
awērān,ʾwylʾn
šēwan,šywn
mōyag,mwdk'
az čē,MN ME
xwarxšēd,hwlšyt'
garōdmān,glwtmʾn'
azarmān,ʾzlmʾn'
abīm,ʾbym
sprahm,splhmk
nišast,nšst'
dušhumat,dwšhwmt'
tārīktom,tʾlyktwm
must,mwst'
ayāsīd,ʾḇyḏʾsyt'
wēnē,HẔYTWNyӯ
pādifrāh,pʾt'plʾs
snēxr,snyhl
wafr,wpl
kirrēn,klynyn
astuxān,ʾsthʾn
larz,llcyn
pad čē ēwēnag,PWN ME#ʾdwynk'
tāšīd,tʾšyt'
wišūd hēnd,wšwt HWE'd
baxt ēstēd,HLKWNt YKOYMWNyt'
wardēnīd,wltynytn
zurwān,zwlwʾn
adard,ʾdlt'
asōhišn,ʾswdšn'
apōhišn,ʾtyšn'
ēč kas,ʾyc' AYŠ
wišūd,yʾtw
bowandag,bwndk'
drōz,dlwcyyn
baγōbaxt,bḵwbht'
haft,7ʾ
dwāzdah,12ʾ
spāh,sp̄ʾhp
guft ēstēd,gwpt YKOYMWNyt'
abāxtar,ʾp̄ʾhtlʾ
tarwēn,tlwynn
abespār,ʾp̄sp̄ʾlyn
sah,MDMEN
kām,YCBEN
dād hēnd,YHBWNt' HWE'd
wardēnīd,wltynyt'
bēwarasp,bywlʾsp̄'
āb,ʾp̄'
parwānag,plwʾnk
enyā,ADYN
āhan,ʾsyn'
almāst,ʾlmʾst
xwān,KRYTWN
xōn,hwn'
mihōxt,mytwht'
ēk abāg did,ʾywk' LWTE TWḆ
baxt ēstēd,HLKWNt' YKOYMWNyt'
baxt,HLKWNtn
axtar,ahtlʾ
wāy,wʾd
uzēnag,ʾwcyn'
būd hēnd,YHWWNt HWE'd
nihuft,nhwpt'
iz rāy,c lʾd
gizistag,gcstk'
hammōz,hmwz
būd ēstēd,bwt' YKOYMWNyt
šāh,MLKAʾ
har ēwēnag,KRA#ʾdwynk'
gōwizār,gwwcʾl
agumān,ʾgwmʾn'
wiguftagīh,wgwptkyh
āγištag,ʾgyštk'
pēčīd,pycyt
ōwōn,ʾwgwn'
ah,ʾhw
handōxt ēstēd,hndwht' YKOYMWNyt
bīm,ybym
kas,AYŠʾ
armēšt,ʾlmyš
appurd ēstēd,YHNCLWNt YKOYMWNyt'
pādixšā,pʾthšʾyh
dād ēstēd,YHBWNt YKOYMWNyt'
must,ymwst
spōz,sp̄wc
ayār,hdybʾ
ǰādag,yʾtwk
framāy,plmʾd
kirbakkarān,krpk
ristag,lʾstk'
aband,ʾp̄ wyš
paymōz,ptmwcyn
čahār,cʾl
parwar,plwl
šāy,šʾdyn
arzah,ʾlzʾy
sawah,swh
fradadafš,plddpš
wīdadafš,wyddpš
wōrūbaršt,wʾwlwblšn'
wōrūǰaršt,wʾwlwclšn'
wizend,ywznd
mēwag,mywk'
raz,KLMA
mad ēstēd,mt' YKOYMWNyt'
yašt ēstēd,yšt' YKOYMWNyt'
may,mdy
hangēz,hngyc
waran,wln''
wizōst,wcstn
zarr,zl
sēm,symy
abrōz,ʾp̄lwcyn
frāy,plʾӯ
mizd,mzdw
ōšyār,ʾwšdyʾl
spōz,sp̄w
framušt,plmwšt'
bālēn,bʾlšn
sabuk,sp̄wk'
ān bahrag rāy,ZK bʾhlk lʾd
xōn,DMYA
ǰagar,ykl
wardēn,wltyn
pattūg,ptwk
framušt bawēd,plmwšt YHWWNyt'
bēš,by
būšāsp,bwšʾsp̄
akard,ʾkrt'
axwašīhā,ʾBSYMyhʾ
hušnūd,hwšnwt'
pambag,pmbk'
parnagān,plnykʾn'
handōxt ēstēd,hndwht' YKOYMWNyt'
daxšag,dhšk'
men,mynyn
pādixšāy,pʾthšʾdʾ
ārāy,ʾlʾḏ
axwēškār,ʾhwyškʾl
aǰgahān,ʾšghʾn'
tabāhīh,tpʾhyh
kun,OḆYDWNy
mehmān,mʾhmʾn'
afsōs,ʾp̄swsyh
hrōmāyīgān,hlwmʾykʾn
ērān,ʾylʾnk
ēriǰ,ʾylc'
kišt,ZLYTWNt
aǰgahān,ʾšgyhʾn
anarzānīgtom,ʾnʾlcʾnyktwm
aǰgahān,ʾšgyhʾn'
adādestān,ʾdʾtstʾn
ān bahrag rāy,ZK bʾhlk' lʾd
hamwār,hʾmwʾl
andak,ʾndk'
men,mn'
pādifrāh˚,pʾtplʾs
āsāy,ʾsʾy
brēhēnīd ēstēd,blyhynyt' YKOYMWNyt'
ahy,KZY
zamān,yẕdʾn
brēh,blyh
kōxšīd,kwhšytn
dilērtar,dlytl
brēhēnīd ēstēd,blyhynyt YKOYMWNyt'
wihānag,bhʾnk'
āyaft,ʾdypt'
baγōbaxt,bʾgwkbʾht'
paydāgēn,pytʾkyn
anarzānīgān,ʾnʾlcʾnykʾn
tuwān,twbʾny
šnās,šn
hammōz,hmwzyn
hōšyang,hwšʾng
pēšdād,pyšdʾt'
būd hēnd,YHWWNt
windād,HŠKHWNt
frahist,plhst
anespās,ʾnsp̄ʾs
būd hēnd,bwt HWE'd
dād hēnd,YHBWNt HWE'd
pursē,pwrsyӯ
andar āwām āwām,ḆYN#ʾwbʾm#ʾwbʾm
gayōmart,gʾywmlt'
ōzad,ʾwctn
kard,krtʾ
nārīg,nʾlyk
ayōxšust,ʾywkhšwst
pēš,pyšdʾt'
māzandar,mʾcndl
murnǰēnīd,mlncynt
tahmurib,thmwlyt'
druwand,dlnd
ǰamšēd,ymšyt'
wiwanghān,wywnghʾn
apetyārag,ʾp̄ytydʾlk
kard hēnd,krt HWE'd
malkus,mlkwsʾ
ārāy,ʾlʾdyn
duǰdānāg,dwšdʾnʾk
ōbārd ēstād,ʾwpʾlt' YKOYMWNʾt'
aškom,ʾškwm
azdahāg,ʾcydhʾk'
gizistag,gcystk'
bēwarasp,bywlʾsp̄
frāsiyāg,plʾsyydʾk
dād hē,YHBWNt HWE'yӯ
mad hē,mt HWE'yӯ
šāyist hē,šʾst
bast,ASLWNstn
māzandar,mʾzndl
manuščihr,mʾnšcyhl
ōzad,MHYTWNt
bun ī guzag,bwn Y gwck'
grift ēstād,OHDWNt YKOYMWNʾt
kayānse,kʾnsʾy
frāsiyāg,plʾsyydʾk'
spurd,splt'
kawād,kwʾt'
sām,sʾʾm
srū,slw
kabōd,kpwt'
pašan,pšn
āb,ʾp̄y
gandarw,gndlp
kamag,kmk'
petyārag,pytydʾlk'
pargast,plhst'
petyār,pytydʾlk
mānd hē,KTLWNt' HWE'yӯ
šāyist hē,šʾst' HWE'yy̠
kand,HP̱LWNtn
winārd,wynʾltn
diz,dc'
luhrāsp,lwhlʾsp̄'
ūrišlem,ʾwlyšlym
ǰahūd,yhwtʾ
kand,HP̱LWNt'
pargand,plgn
brēhēnīhist,blyhynyhst'
bay,bk
ēwāz,ʾywʾc'
abesīhēnīd,ʾp̄sʾdynytn
škast,škstn
ēmēd,ʾdmyt
arzān,ʾlcʾn'y
rāmēnīd,lʾmynyt
wixšay,whš
anummēdtar,ʾnʾwmyttl
wixšay,w
enyā,ADYN'
spihr,sp̄yyhl
pad,pʾnktl
pānag,pʾnk'
pad,nkylšntl
apassandišnīgtar,ʾpsndšnyktl
ārāy,ʾl
artēštār,ʾltyštʾlʾ
wāstaryōš,wʾstlywšʾ
weh,wn
padēxēnīdan,ptyhwynytn'
hutuxš,hwtwhšʾ
kār,kʾlʾ
pēškārān,pyškʾlʾn'
kār,Y
must,ymwst'
hašāgird,hšʾkrtʾ
abāg pad,LWTE PWN
anāwāmīh,ʾwbʾmyh
uzwān,ʾwzwʾn'
wiftag,wyptk
xwēdōdah,hwytwkdʾt'
stūr,stwl
škennēd,TBLWNyt
babrag,bplk'
uzdēs,ʾwzds
paristīd,plstytn
nigāh,nkʾs
nakkīrā,nkylʾӯ
druwand,dlng
anespāsīhā,ʾnsp̄ʾsyhʾ
zandīkīh,zndykyh
duz,dwc
wīst ud yak,21
wīst ud dowom,22wm
wīst ud seyom,23wm
wīst ud čahār,24
wīst ud panǰ,25
anespāsīh,ʾnsp̄ʾsyhʾ
wīst ud šaš,26
anāst,ʾnʾst'
wīst ud haft,27
wīst ud hašt,28
wīst ud nohom,29wm
wihān,bhʾn
gumān,ygwmʾn'
gizistag,gcystk
pānzdah,pʾncdh
šāzdah,šʾnzdh
haftdah,hp̄tdh
arešk,ʾlyšk'
haštdah,hštdh
nōzdah,nwzdh
wīst,wyst
aǰgahān,ʾšyghʾn
xwār,hwʾʾl
arešk,ʾlyšk''
dōš,d
sīh ud yak,31
mihrōdruǰ,mtrʾwdlwc
saxt,sht'
sīh ud dowom,32wm
sīh ud seyom,33wm
kārdāg,kʾldʾk
čē rāy ka,ME lʾd AMT'
xwābar,hwʾp̄l
gugāy,gwkʾdyyh
anāzarm,ʾnʾclm
nišāst,nšʾstn
rāmēnīd,lʾmynytn
wihānag,whʾnk'
arešk,ʾlyškk
pad ēč rāh,PWN#ʾyc lʾs
hūxt,hw'ht
pid,pt
awestād,ʾwstʾtʾ
pad ēč dar,PWN#ʾyc BBA
bar,ybl
wahāg,whʾk
xrīd,ZḆNNtn
gētīg,gytydy
hušnūd,hwšnw
abaydāgīh,ʾp̄ytʾkyh
drōš,dlwš
škaft,škpt
sūd,ӯswt'
kōšīd,kwšytn
frazand,przndʾ
anespāsān,ʾnsp̄ʾsʾn
anarzānīgān,ʾnʾlcʾnykʾn'
niyōxš,ndw
dōš,dwšk
rast,lstn
puštībānīh,pwštpʾnkyh
gurd,gwlt
spar,sp̄l
wazr,wzl
kamān,kmʾn
ābdast,ʾp̄dst
winārd ēstēd,wynʾlt YKOYMWNyt
winār,wynʾl
apetyāragtar,ʾp̄tydʾlktl
xāyag,hʾdkyhʾ
xāyag,hʾdk'
xāyag,hʾdk
arzah,ʾlzẖ
nixwār,hwbʾl
sawah,swẖ
pūdīg,pwtyk
warkaš,wlkš
harborz,hlbwlc
wēz,wyc'
hāmīn,hʾmyn'
tāb,tʾp̄s
zamestān,ẕmstʾn
wasyār,wsykʾl
gyāg,gywʾkʾ
rōstāg,lwstʾkʾ
dranǰ,dlncyn
mōyag,mwdk
gōbed,gwpyt
kū gyāg,AYK gywʾk
freh,plh
gumān,gwmʾ
apattūgīh,ʾp̄twkyh
spazg,spzgʾ
kēn,kynw
xēšmgenān,ʾyšmkynʾn
tāg,tʾk'
baxt,bht'
pādixšā,pʾt'hšʾ
kāh,kʾhy
nišēm,nšym
mōzag,mwyck'
stārag,stʾlk'
stāragān,stʾlkʾn'
bahr,wʾhl
zamīg,ẕmyk'
mardōm,mltwmʾn
škast,TBLWNstn
haftōring,hp̄twklng
nō ud nawad ud nō,9 W 90 W 900 W 9000 W 9
sad ud nō,bywl
spihr,spyhl
kadag,ktk'
anōšmār,ʾnʾwšmʾl
gētīg,gyty͟d͟yʾ
arōyišnīg,ʾlwdšnyk
rōzēnīdārīh,lwcynytʾlyh
pazzāmēnīdan,pzʾmynytn'
harwispīn,hlwstyn'
wahār,bhʾl
pādēz,pʾtyc
wihēzag,wyhyck'
farrag,plg
adānāgīh,ʾdʾnʾkyh
armēšt,ʾlmyšt'
šnōmag,šnwmkʾ
kāhēnīd,kʾhynytn
any kas,AHRN' AYŠ
kōxš,kw
tuxšīd,twhšytn
adānīh,ʾdʾnyh
staft,stpt'
tag,tk'
māl,mʾ
giyāh,gӯʾhky
kaft ēstēd,kpt' YKOYMWNyt'
ādarōg,ʾtlwk'
ēbārag,ʾdypʾlk'
pargast,plkst'
ǰast ēstēd,yst' YKOYMWNyt'
abandīh,ʾp̄ ndš
anabzār,ʾnʾp̄zʾl
ēranǰ,ʾylncyn
az ān bahrag rāy,MN ZK bʾhlk' lʾd
hamahl,hmʾhlʾ
šarmgenīh,šlmkynyh
abesīhēn,ʾp̄syhyn
drayā,dlydʾʾ
hangēxt,hngyht
rāyēn,lʾdynʾ
nišēm,nšdm
awestām,ʾwstʾm
wār,bʾ
zīwēnīdār,zywynytʾl
zīwēnīdārīh,zywynytʾlyh
harborz,hlbwlc'
būd hēm,YHWWNt' HWEm
āwām,ʾwbʾ
nišāst,šʾstn
gursag,gwlsḵ
hannām,hnʾm
dwlʾnʾlyh,dwlʾnʾlyh
kunīh,OḆYDWNyhyn
rang,lng
mizag,mck
baxt ēstēd,HLKWNt
paydāgēnīd,pytʾkynytn
haft,hp̄t'
azabar,ʾcpl
fraward,plwlty
kard ēstēd,krt'
baxt ēstēd,HLKWNt' YKOYMWNyt
āb,
srešk,slyšk'
mēnōg,gytyḵʾ
kālbod,kʾlpt'
abaydāg,ʾpytʾk
kunīh,OḆYDWNyh
dard,dlt'
xwadāy,hwtʾyʾ
weš,wyš
windād,HŠKHWNt'
frēb,plypyn
xōg,nywk'
warišn,blšn'
ēstē,YKOYMWNyӯ
wadaγān,wtkʾn
zarduxšt,zltwšt
niyōxšīd,ndwkhšyt'
wiyābīhist,wydʾp̄yhst'
škenēm,TBLWNm
gugānēm,gwkʾnm
nigūnsār,ngnysʾl
parīg,plykʾ
čāšt,cʾšyt'
stard,st'lt
kard būd,OḆYDWNt' YHWWNt'
burzīd,bwlcytn
sūd,ӯswt
āsrōn,ʾslwnʾ
framōšīdārīh,plmwšytʾlyh
sūdag,ʾswtk
anabaxšāwandīh,ʾnʾp̄'hšyšwndyh
dahīgīh,dʾyh
abar,ʾp̄ltn'yh
anespāsīh,ʾnsp̄ʾsyh
pahikaf,ptkp
zan,NYŠEʾ
asp,ʾsp̄ʾ
dad,dtʾ
abrōz,ʾp̄lwc'
pid,pt'
unknown,wmyhkn'
borz,bwlc
ramag,lmkʾ
čihrāb,cyhlʾp̄'
kū gyāg,AYK
xar,HMRA
rust ēstēd,lwst YKOYMWNyt
šāh,šʾ
kar,kl
āšyān,ʾšyʾn
čināmrōš,cynʾmlwš
ōšastar,ʾwšstl
nazdīk ō,nzdyk OL
wizēntar,wcyn'tl
pēšānsē,pyšʾnsy
nazdīk ō,nzdyk' OL
damāwand,dmʾwnd
drūn,HCDLWN
giyāh,gwwʾy
dramanag,dlymk
nō ud nawad ud nō,9 W 90 W 900 W 9000 W 9bywl
gumārd ēstēnd,gwmʾlt' YKOYMWNd
wināh,wnʾsyn
arzah,ʾlzhy
yōǰdahr,ywšdʾsl
gumārd ēstēd,gwmʾlt' YKOYMWNyt'
ward,glt
wak,wk
gōbed,gwpyt'
abesīh,ʾp̄syh
hamē ka,hmʾy AMT
ōsān,ʾwsʾn
čamrōš,cynʾmlwš
čīn,cy
pargan,plg
harwispīn,hlwstyn
stānād,YNSḆWNʾt'
wārād,wʾlʾt'
kirb,krpk
gāh,AYŠ
baxt,bwn
zādisparam,zʾt'sp̄lm
juwān,ywḇʾn'ymʾn'
juwān,ywḇʾnymʾn'
spēnāg,sp̄ynʾk'
gannāg,gnnʾḵ
azēr,ʾcyl
wišād,wwšʾ
frōd,plwntn'
tēx,tyhI
gōhr,gwhʾl
tuxšīd,twhšyt'
ōwōn,ʾwgwnʾ
kāmgārīh,kʾmknʾlyh
tār,tʾlʾ
šahr,wštr
yazad,yẕdty
abgand,LMYTWNt'
andar ō,ḆYN#ʾw
bālist,blyst'
ārāst,ʾlʾst'
padistād,ptystʾt'
drāyīd,dlʾdt'
zanēm,MHYTWNm
spenāg,sp̄ynʾk
passoxēnīd,pʾshw'ynyt'
ī,yk
bē az,BRA hc
pad,PW
hazār,hcʾl
bun,BOYHW
ārāy,ʾlʾyh
afrazām,ʾplcʾm
kardan,OḆYDWNt'
ahunawar,ʾdwnwl
ačār,ʾcʾl
bun,bndhdy
way,wwʾd
ā,ʾʾ
nimāyīh,nmʾyh
kirbakkarān,krpkḵlʾn'
wināh,wnʾsk
mādayān,mʾtydʾn'
abzāyēn,ʾp̄zʾdy
wizārīh,wcʾly
petyāragomandīh,pytydʾlkʾwmndyh
anāgāhān,ʾnʾkʾsdʾn'
niyāz,nydʾcy
xwad,NPŠE
frašgird,plškrtʾl
awattarīh,ʾSLYtlyh
wisp,wsp̄'
awehīh,ʾŠPYLyh
bazakkarān,b'ckḵlʾn'
ayār,hdybʾlyh
ēk abāg did,ʾywk' LWTE Ḇ
pargand,plḵn
hammis,KHDE'
drang,dln'g
pad abar,PWN QDM
miǰ,myc'
ēk pad did,ʾywk' PWN TWḆ
afrāz,ʾprʾc
star,stlʾ
ēstīd hēnd,YKOYMWNyt' HWE'd
awazišnīg,ʾwcšnyk
nigerīd,nkylyt'
ačandišnīg,ʾcndšnyk
arawišnīg,ʾlwbšnyk
ādūg,ʾtwk'
bun,bw
wizāy,wyzʾ
ēst,ys
būd hēnd,bwt' HWE'd
zurwān,zwlwʾny
past,pst'
ēwēnag,ʾywynk'
wazag,zk
syā,nkyhʾ
ādurestar,ʾtwr'ʾstly
burd,bwlt'
zay,zʾȳ
suy,swd
padistād,pt'ystytn'
frazāmēnē,plcʾmynyt'
zūr,zwʾl
tuhīg,twhhyk
āhixt,ʾhht'
andar,nyl
rōšn,lwšnʾ
taz,tc
dāšt,dʾštn'
rasīd,YHMTWNʾt
nēm,nymlwc
tarsīd,tlsyt'
larz,llc
sūrāg,swlʾk'
wizand,ʾwznt
āmad,YATWNyt
pay,pyӯ
anazg,ʾnʾzg
apōst,ʾpwstk'
pad ham,PWN hm ODNAk
huškīd,hwšk'
gāw,TWRAd
dāitī,dʾytyӯ
ēstād,ystʾt'
dūr,LHYḴ'
mang,mng
bang,bng
mušt,mwšt
bazag,wcgʾnӯ
ašādīh,šʾtyh
ālag,ʾlk'
widard,wtlt'
xwē,hwyy
xwē,hwyӯ
yatā,ytʾ
ahū,hw
wēryō,wylyw'
ah,ʾh
gazdumb,gycdwmb'
wazag,wzg
xrafstar,hlwstl
andarwāy,ʾndl'wʾd
ēstād hēnd,ystʾt' HWE'd
hām,hʾm'
sōzan,swcn
xrafstar,hlwpstl
abāxtar,ʾp̄ʾhtly
ǰuxtīh,ywht'yh
čahār,4ʾ
dēs,dʾš
azdahāg,ʾcdhʾk'
wēhmīh,wyyhmyh
škeft,škypt'
γarrān,glyn
māzanīg,mznʾgʾ
tār,tʾly
dūd,dwt'
gōšurō,gwšʾwlwn
ruwān,lwbʾnc
widard,wt'ltʾ
pad ān homānāg,PWN ZK  hwmʾnʾk'
hazār,hcʾlk
pad āgenēn,PWN#ʾknyn'
garz,glcyn
az pēš,MN pyš
pāsbānēnīd,pʾsp̄ʾnynyt'
gumēxt,gwmyh
az pas,MN AHL
hišt,ŠḆḴWNt͟y
balist,bʾlyst'
āhōgēn,ʾhwkyn
sē ēk,3 ʾywk'
ānāb,ʾnʾp̄
dārīh,YHSNNyh
menīd,mynt'
škast,škst'
āhōgēnīd,ʾhwkynyt'
suft,swpt'
wināhīd,wnʾsyt'
hōšēnīd,hwšynyt'
margēnīd,mlgynyt'
wēmārēnīd,wymʾlynyt'
rōšn,lyšnʾ
grift,OHDWNtn'
mānd,mʾn'd
ēwtāgīhā,ʾywtʾkyhʾ
uzwārd,ʾwzwʾltʾ
yask,yskʾ
xwad,BNPŠE'
š,s
wēmārēn,wymʾlynyn
